[2025-12-23--12-47-33 INFO actix_server::builder] starting 5 workers
[2025-12-23--12-47-33 INFO actix_server::server] Tokio runtime found; starting in existing Tokio runtime
[2025-12-23--12-47-33 INFO actix_server::server] starting service: "actix-web-service-127.0.0.1:18488", workers: 5, listening on: 127.0.0.1:18488
[2025-12-23--12-47-34 INFO parity_ws] Listening for new connections on 127.0.0.1:8900.
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/327-663defb749d66879.js HTTP/1.1" 200 39924 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.015892
[2025-12-23--12-47-37 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5696-d36b262afc509477.js HTTP/1.1" 200 12061 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.018349
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/layout-c1deeee2d8d1781d.js HTTP/1.1" 200 10624 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.002014
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/3a91511d-13ccf5d17dfca3bb.js HTTP/1.1" 200 14487 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.003318
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/4134-18351f2dad14e83e.js HTTP/1.1" 200 8465 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001134
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/9023-bf4deda846590fc4.js HTTP/1.1" 200 5555 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001084
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/2038-5ce16cad225dcf99.js HTTP/1.1" 200 18090 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.002070
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8331-831132085d95601b.js HTTP/1.1" 200 91153 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.012374
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/page-0ee65a8564eeb915.js HTTP/1.1" 200 7114 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001184
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 200 1748 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000157
[2025-12-23--12-47-38 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:34318.
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 166 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000939
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /accounts.txt?_rsc=3lb4g HTTP/1.1" 200 1725 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000344
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /scenarios.txt?_rsc=3lb4g HTTP/1.1" 200 1712 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000420
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /config HTTP/1.1" 200 166 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.000153
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/scenarios/page-fa5037f9f7f5be27.js HTTP/1.1" 200 9330 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001398
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/372-274b993fbe44369b.js HTTP/1.1" 200 6117 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001365
[2025-12-23--12-47-38 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/accounts/page-c3fa5b0151f91937.js HTTP/1.1" 200 11827 "http://127.0.0.1:18488/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" 0.001582
[2025-12-23--12-51-58 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:50420.
[2025-12-23--12-52-25 INFO parity_ws::io] Accepted a new tcp connection from 127.0.0.1:54908.
